SNO,City,Cite,Site_Code,State,Query ID,,,Date,,pm2.5,pm10,AT,BP,SR,RH,WD,RF,NO,Nox,NO2,NH3,SO2,CO,Ozone,Benzene,Toluene,Xylene,MP-Xylene,Eth-Benzene
1974,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20191125,,,25-Nov-2019,,90.4,154.72,,738.04,,52.73,84.78,,10.43,35.89,52.77,47.83,10.31,0.9,59.4,0.0,0.0,,,
1975,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20191126,,,26-Nov-2019,,65.82,128.42,,737.59,,48.68,64.64,,17.01,42.7,54.66,51.31,11.33,0.95,48.87,1.07,5.75,0.65,1.47,0.59
1976,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20191127,,,27-Nov-2019,,68.85,136.79,,737.73,,51.57,68.09,,12.67,34.73,47.54,60.19,11.15,0.74,56.41,1.91,7.26,2.14,5.26,1.51
1977,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20191128,,,28-Nov-2019,,133.9,195.33,,737.43,,64.66,60.8,,10.59,34.57,49.91,67.38,10.53,0.78,49.87,0.02,0.0,,,
1978,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20191129,,,29-Nov-2019,,82.7,150.38,,737.8,,73.51,88.43,,14.7,40.79,55.51,53.81,10.96,0.81,34.41,0.0,0.0,,,
1979,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20191130,,,30-Nov-2019,,72.73,134.97,,736.43,,75.16,72.86,,12.77,39.46,55.92,52.78,10.32,0.73,40.73,0.0,0.0,,,
1980,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20191201,,,01-Dec-2019,,76.96,136.19,,736.18,,65.53,127.65,,14.15,40.22,55.46,48.38,11.36,0.7,45.85,0.0,0.0,,,
1981,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20191202,,,02-Dec-2019,,61.21,135.0,,736.21,,37.36,138.83,,31.61,61.46,69.11,37.62,12.65,0.98,40.78,2.42,8.62,1.55,5.68,1.42
1982,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20191203,,,03-Dec-2019,,71.69,161.12,,736.37,,38.56,158.88,,67.63,102.49,92.36,36.22,13.4,1.38,17.13,5.29,18.66,3.39,10.61,2.92
1983,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20191204,,,04-Dec-2019,,65.66,149.15,,737.28,,28.68,88.0,,46.38,75.96,74.6,38.71,11.42,1.05,44.72,6.2,21.54,4.51,13.08,4.33
1984,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20191205,,,05-Dec-2019,,70.86,141.47,,738.4,,37.37,58.43,,11.71,41.93,64.12,44.37,12.0,1.09,50.52,3.87,12.87,2.18,7.89,2.8
1985,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20191206,,,06-Dec-2019,,102.51,178.14,,738.19,,44.36,133.78,,12.68,41.31,60.17,44.22,9.89,1.05,54.1,3.74,10.0,0.83,5.35,1.59
1986,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20191207,,,07-Dec-2019,,121.97,273.1,,737.39,,53.55,50.97,,16.34,45.15,61.37,43.24,10.62,0.94,44.66,4.49,11.19,1.43,6.15,1.82
1987,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20191208,,,08-Dec-2019,,98.17,182.74,,737.11,,56.83,41.68,,12.04,38.09,54.42,36.42,10.64,0.84,43.03,3.63,9.03,0.82,4.76,1.14
1988,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20191209,,,09-Dec-2019,,87.22,172.59,,736.61,,45.15,129.95,,29.69,55.43,60.52,32.19,11.25,1.51,48.27,4.44,12.36,2.3,7.48,1.84
1989,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20191210,,,10-Dec-2019,,96.75,245.96,,734.9,,56.94,116.43,,40.2,67.14,66.81,41.96,11.15,1.31,37.25,5.53,15.86,2.96,9.75,2.73
1990,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20191211,,,11-Dec-2019,,104.43,195.27,,733.36,,59.33,87.18,,38.13,67.68,71.02,41.82,10.49,1.02,39.4,6.16,20.16,4.82,13.1,3.99
1991,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20191212,,,12-Dec-2019,,101.95,175.93,,732.14,,65.49,68.28,,8.9,34.87,53.05,30.02,9.03,0.76,56.24,3.6,8.78,0.76,5.36,0.72
1992,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20191213,,,13-Dec-2019,,72.38,115.92,,732.99,,86.92,212.4,,15.6,37.85,48.51,20.62,8.21,0.95,24.19,3.07,6.47,0.55,3.82,0.31
1993,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20191214,,,14-Dec-2019,,40.47,88.44,,737.47,,69.96,58.83,,11.23,26.79,34.03,8.39,10.86,0.68,33.67,2.15,6.1,0.46,3.43,0.63
1994,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20191215,,,15-Dec-2019,,49.83,102.63,,737.53,,69.85,137.2,,9.62,26.15,35.29,16.66,9.71,0.7,33.46,2.32,5.27,0.14,2.78,0.18
1995,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20191216,,,16-Dec-2019,,52.73,107.18,,737.76,,74.86,212.82,,12.65,29.5,37.06,24.47,11.65,0.88,30.83,2.76,5.96,0.44,3.37,0.5
1996,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20191217,,,17-Dec-2019,,52.07,95.07,,738.35,,85.02,149.65,,21.45,36.34,36.66,25.83,11.08,0.99,20.07,2.81,6.95,0.83,4.22,0.52
1997,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20191218,,,18-Dec-2019,,78.84,159.76,,737.62,,75.93,163.96,,28.97,46.99,45.59,30.92,11.23,0.97,26.44,4.7,9.92,1.47,6.05,1.36
1998,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20191219,,,19-Dec-2019,,61.3,159.3,,736.27,,67.68,121.32,,27.45,43.68,41.94,31.74,12.0,0.9,31.89,3.87,10.22,1.24,6.26,1.32
1999,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20191220,,,20-Dec-2019,,74.11,155.22,,736.91,,62.28,133.11,,24.17,42.51,47.06,32.92,9.6,0.87,38.13,3.99,11.03,1.43,6.16,1.14
2000,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20191221,,,21-Dec-2019,,65.61,168.74,,739.93,,50.71,88.15,,19.84,41.01,48.05,38.03,9.82,0.76,33.24,4.07,11.51,1.46,7.22,2.06
2001,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20191222,,,22-Dec-2019,,32.19,101.35,,740.99,,42.51,119.34,,15.5,29.29,32.51,38.84,11.36,0.52,36.37,2.38,6.14,0.53,4.29,0.53
2002,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20191223,,,23-Dec-2019,,45.66,141.45,,740.06,,45.72,139.91,,37.99,59.73,56.37,30.0,11.5,1.12,28.15,3.58,10.5,1.74,6.91,1.34
2003,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20191224,,,24-Dec-2019,,54.73,154.89,,738.94,,53.51,52.38,,8.74,51.88,85.89,14.85,10.54,1.09,39.18,3.71,8.16,0.93,5.27,1.5
2004,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20191225,,,25-Dec-2019,,53.65,161.16,,736.94,,44.57,108.54,,27.69,72.85,96.94,15.7,12.01,1.06,28.5,4.07,10.57,1.3,6.54,1.38
2005,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20191226,,,26-Dec-2019,,87.59,262.46,,736.9,,42.96,153.19,,97.13,136.39,111.97,19.55,11.56,1.32,17.24,6.31,15.68,3.2,9.88,2.85
2006,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20191227,,,27-Dec-2019,,74.29,227.31,,736.95,,42.49,159.42,,65.9,113.47,116.03,18.64,11.08,1.44,21.84,5.76,15.97,3.24,10.27,3.18
2007,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20191228,,,28-Dec-2019,,69.54,210.46,,737.39,,50.52,128.22,,34.17,82.94,106.31,17.06,9.94,1.03,32.15,4.77,10.3,1.37,6.31,1.51
2008,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20191229,,,29-Dec-2019,,82.31,207.07,,737.65,,54.36,97.3,,17.33,65.86,99.45,15.68,8.49,1.25,29.17,4.66,7.4,0.14,3.68,0.24
2009,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20191230,,,30-Dec-2019,,114.36,262.29,,736.73,,57.28,86.78,,9.29,60.42,101.4,14.88,10.98,1.12,34.63,4.86,8.78,0.39,4.87,1.32
2010,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20191231,,,31-Dec-2019,,91.92,233.45,,737.26,,70.06,43.5,,7.17,42.9,70.23,17.27,7.49,1.07,25.56,4.42,7.55,0.79,4.03,1.24
2011,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20200101,,,01-Jan-2020,,112.67,216.23,,738.16,,57.6,43.88,,3.62,33.53,59.61,22.31,9.72,1.01,37.69,3.83,7.04,0.48,3.86,1.06
2012,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20200102,,,02-Jan-2020,,74.0,134.34,,738.58,,61.26,37.05,,11.51,42.07,62.84,23.14,9.27,1.25,30.86,4.15,10.17,1.81,6.95,2.13
2013,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20200103,,,03-Jan-2020,,60.63,175.9,,737.2,,63.11,89.76,,13.81,47.08,68.92,23.92,8.96,1.1,20.93,4.35,11.44,1.67,7.26,1.77
2014,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20200104,,,04-Jan-2020,,65.86,142.82,,736.88,,69.64,90.64,,5.06,30.06,49.78,21.23,8.54,0.43,36.17,2.53,5.85,,2.92,0.1
2015,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20200105,,,05-Jan-2020,,68.54,143.23,,737.41,,67.94,150.58,,10.83,36.44,53.12,22.86,11.65,1.13,31.45,2.87,6.68,0.38,3.27,0.38
2016,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20200106,,,06-Jan-2020,,63.47,153.14,,737.43,,65.56,108.12,,12.29,39.59,56.91,22.98,11.02,0.66,26.02,3.21,8.51,0.85,5.22,0.82
2017,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20200107,,,07-Jan-2020,,63.04,136.4,,735.44,,61.23,71.9,,4.66,29.69,48.94,21.11,9.82,0.72,35.63,2.65,6.65,0.47,3.67,0.33
2018,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20200108,,,08-Jan-2020,,87.09,172.09,,734.08,,83.39,232.12,,10.57,33.58,48.05,,9.68,0.72,22.03,3.35,6.09,0.2,3.3,0.05
2019,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20200109,,,09-Jan-2020,,43.48,95.04,,738.36,,47.87,154.9,,8.28,33.96,51.86,,12.15,0.65,33.86,2.43,6.51,0.4,4.16,0.18
2020,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20200110,,,10-Jan-2020,,53.57,122.35,,738.69,,51.31,148.91,,10.76,36.54,53.42,,10.12,0.76,32.32,3.18,7.84,1.25,4.61,1.03
2021,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20200111,,,11-Jan-2020,,59.29,151.41,,738.04,,46.57,127.54,,26.53,51.78,57.54,,13.32,1.83,30.4,3.49,9.52,1.27,5.69,1.24
2022,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20200112,,,12-Jan-2020,,70.57,179.55,,736.65,,52.85,99.5,,23.06,48.24,58.12,,10.45,2.16,19.58,4.39,11.06,1.6,7.21,1.68
2023,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20200113,,,13-Jan-2020,,68.5,199.5,,732.61,,58.67,165.3,,25.15,44.28,46.97,,10.47,1.06,23.86,4.34,12.53,2.07,7.76,1.5
2024,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20200114,,,14-Jan-2020,,43.39,153.43,,734.92,,66.82,199.85,,8.62,26.11,37.02,,11.27,0.69,34.72,1.81,3.64,0.04,1.65,0.07
2025,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20200115,,,15-Jan-2020,,55.55,119.51,,735.36,,72.56,40.8,,4.72,23.83,38.38,,10.4,0.62,33.44,2.06,4.57,0.05,2.34,0.09
2026,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20200116,,,16-Jan-2020,,57.45,126.6,,734.78,,65.82,65.8,,6.73,28.42,43.87,21.89,9.0,0.7,30.69,2.65,6.68,0.16,3.37,0.06
2027,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20200117,,,17-Jan-2020,,62.31,135.88,,735.93,,72.01,184.89,,15.56,38.18,47.67,22.62,9.05,0.71,24.28,3.01,7.0,0.5,3.51,0.46
2028,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20200118,,,18-Jan-2020,,51.44,122.23,,736.61,,80.93,129.17,,13.31,34.54,45.69,22.73,8.82,0.47,27.53,3.29,8.29,0.75,4.97,0.78
2029,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20200119,,,19-Jan-2020,,70.21,151.05,,737.9,,57.35,154.73,,24.64,47.25,52.65,23.58,10.72,0.9,27.98,3.35,8.27,0.81,4.42,0.84
2030,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20200120,,,20-Jan-2020,,67.01,156.94,,737.02,,50.1,117.93,,13.16,39.42,53.42,22.59,9.76,0.69,32.39,3.19,6.76,0.42,3.73,0.28
2031,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20200121,,,21-Jan-2020,,59.84,105.58,,736.94,,65.65,82.98,,5.26,25.67,41.08,20.93,8.19,0.68,29.63,3.8,7.1,0.36,3.79,0.55
2032,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20200122,,,22-Jan-2020,,67.14,128.46,,738.87,,64.42,141.82,,7.38,31.47,48.89,22.15,13.22,0.75,30.82,3.69,7.49,0.27,3.88,0.27
2033,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20200123,,,23-Jan-2020,,53.68,111.33,,738.89,,48.7,279.6,,19.3,39.71,46.39,22.21,16.51,0.83,28.95,2.95,8.23,0.89,4.13,0.79
2034,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20200124,,,24-Jan-2020,,52.64,121.72,,736.83,,33.51,238.72,,25.24,50.8,58.48,24.66,17.3,1.01,27.3,3.22,10.03,1.03,5.94,0.98
2035,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20200125,,,25-Jan-2020,,59.05,141.94,,736.27,,35.14,168.07,,56.52,77.34,61.28,27.83,16.63,1.36,25.98,4.41,12.91,1.96,7.54,1.34
2036,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20200126,,,26-Jan-2020,,55.19,173.9,,735.06,,42.48,119.96,,44.12,75.52,58.96,27.15,14.75,1.71,27.35,6.47,15.66,3.52,10.58,2.74
2037,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20200127,,,27-Jan-2020,,24.57,109.63,,732.51,,49.89,85.86,,5.11,27.97,45.69,21.01,15.39,1.99,38.38,3.11,5.96,0.24,3.68,0.15
2038,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20200128,,,28-Jan-2020,,48.2,122.66,,731.46,,55.61,171.96,,7.36,30.03,46.18,21.55,14.8,0.82,29.65,2.75,5.67,0.1,3.22,
2039,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20200129,,,29-Jan-2020,,36.88,89.0,,736.89,,32.39,195.81,,13.77,38.34,51.51,22.12,12.94,0.56,29.21,1.97,7.48,0.7,4.71,0.35
2040,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20200130,,,30-Jan-2020,,39.08,100.23,,737.17,,41.96,185.48,,13.13,35.95,48.65,22.49,10.71,1.05,31.03,2.31,6.27,1.73,3.91,0.46
2041,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20200131,,,31-Jan-2020,,41.42,87.85,,735.09,,47.61,132.65,,10.09,34.77,51.07,22.2,12.84,1.13,29.53,2.1,5.3,0.36,3.05,0.05
2042,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20200201,,,01-Feb-2020,,54.86,144.19,,737.26,,43.45,119.62,,20.11,42.15,49.81,23.15,10.7,1.07,36.54,3.74,10.45,2.04,5.89,0.98
2043,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20200202,,,02-Feb-2020,,58.05,137.77,,738.45,,48.2,119.14,,11.3,33.1,46.08,22.11,11.31,1.43,40.3,3.02,7.2,1.43,3.95,0.69
2044,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20200203,,,03-Feb-2020,,53.17,128.63,,737.46,,44.18,98.36,,11.09,33.27,46.53,21.75,12.17,1.14,40.24,3.27,7.59,0.93,4.29,0.78
2045,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20200204,,,04-Feb-2020,,56.8,134.11,,735.69,,46.6,82.89,,5.12,28.06,45.86,21.1,12.27,0.99,45.53,4.64,8.67,0.86,5.24,0.92
2046,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20200205,,,05-Feb-2020,,58.36,135.78,,736.45,,40.85,142.35,,13.78,42.4,60.0,23.44,11.84,1.14,42.61,3.3,8.28,0.73,5.01,0.38
2047,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20200206,,,06-Feb-2020,,65.08,142.6,,735.64,,47.9,109.82,,7.26,32.61,50.86,30.93,12.1,1.18,37.33,3.01,7.83,0.82,4.32,0.66
2048,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20200207,,,07-Feb-2020,,60.48,139.25,,737.43,,48.2,107.32,,5.95,30.63,49.5,33.95,12.02,1.05,45.34,3.04,7.53,0.53,4.14,0.51
2049,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20200208,,,08-Feb-2020,,63.31,119.35,,739.17,,41.82,87.63,,6.08,31.69,52.39,34.01,12.06,1.54,41.81,2.58,7.61,0.82,4.13,0.73
2050,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20200209,,,09-Feb-2020,,69.24,139.66,,739.59,,42.79,111.74,,16.61,41.51,53.66,37.31,12.37,1.23,44.17,3.59,5.98,0.45,3.28,0.39
2051,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20200210,,,10-Feb-2020,,85.47,182.01,,738.29,,43.02,123.19,,26.55,51.01,57.31,42.44,11.76,1.13,40.84,1.81,0.53,2.11,0.48,0.69
2052,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20200211,,,11-Feb-2020,,66.15,155.8,,738.36,,35.27,134.1,,36.54,58.13,58.38,52.72,13.51,1.58,58.13,0.34,0.5,4.61,1.75,0.38
2053,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20200212,,,12-Feb-2020,,71.43,196.86,,738.55,,40.45,130.5,,36.74,68.47,74.65,56.02,12.27,1.35,36.34,0.38,1.48,0.43,0.98,0.34
2054,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20200213,,,13-Feb-2020,,100.48,255.14,,736.75,,36.24,212.37,,105.41,126.63,84.7,81.23,14.61,1.3,34.84,5.81,18.79,4.77,12.82,3.76
2055,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20200214,,,14-Feb-2020,,92.65,182.05,,734.91,,32.07,292.81,,16.86,44.69,61.58,38.01,15.75,0.75,44.46,2.83,9.02,1.81,6.64,1.25
2056,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20200215,,,15-Feb-2020,,75.78,159.21,,734.89,,25.84,276.03,,21.75,52.89,68.75,47.26,15.12,0.78,39.23,3.04,13.24,1.63,6.69,1.22
2057,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20200216,,,16-Feb-2020,,74.26,183.87,,736.6,,20.39,140.51,,60.26,91.08,81.85,73.59,15.86,0.96,34.88,4.11,13.29,2.94,8.85,2.07
2058,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20200217,,,17-Feb-2020,,109.88,250.72,,737.28,,25.03,145.77,,115.26,145.47,104.87,111.54,16.29,1.46,26.61,7.65,21.13,5.88,14.37,4.13
2059,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20200218,,,18-Feb-2020,,82.87,213.24,,735.56,,24.61,143.44,,93.12,124.64,95.65,97.8,15.55,1.49,33.98,5.99,20.24,4.99,13.98,4.16
2060,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20200219,,,19-Feb-2020,,83.52,208.92,,733.58,,30.06,91.32,,61.28,88.72,75.76,71.97,16.03,0.99,45.04,8.64,25.12,6.9,18.34,5.78
2061,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20200220,,,20-Feb-2020,,51.79,132.55,,732.53,,40.4,118.72,,4.37,27.14,45.25,26.85,14.45,1.11,51.73,2.62,6.06,0.8,4.91,0.33
2062,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20200221,,,21-Feb-2020,,95.83,217.65,,734.79,,82.84,275.71,,5.63,28.16,45.57,27.47,14.12,1.22,29.24,3.34,5.94,0.58,4.42,0.13
2063,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20200222,,,22-Feb-2020,,65.5,112.81,,738.32,,72.76,62.02,,5.67,28.62,46.07,28.0,13.81,1.08,37.56,2.66,6.68,0.5,4.31,0.59
2064,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20200223,,,23-Feb-2020,,61.43,123.34,,737.28,,68.57,69.74,,3.52,25.31,43.05,26.3,14.05,0.96,50.14,2.47,5.47,0.14,3.58,0.07
2065,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20200224,,,24-Feb-2020,,72.3,123.96,,734.97,,54.11,161.66,,12.59,39.04,55.4,52.98,15.8,0.88,40.46,2.82,8.59,0.83,6.09,0.86
2066,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20200225,,,25-Feb-2020,,75.23,146.14,,734.4,,49.97,189.41,,17.25,46.95,67.23,57.55,15.31,1.11,41.94,3.04,8.72,1.11,6.36,0.9
2067,Jaipur,"Police Commissionerate, Jaipur - RSPCB",site_134,Rajasthan,run2_rajasthan_jaipur_site_134_20200226,,,26-Feb-2020,,64.47,138.1,,734.53,,39.03,121.91,,11.66,40.28,61.21,37.67,17.87,1.43,45.32,3.11,8.23,0.92,6.2,1.03
