date_time,maxtempC,mintempC,sunHour,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph,location
22-03-2020,35,22,11.6,7,4,5:32 AM,4:59 PM,6:28 AM,6:39 PM,6,28,28,28,17,14,28,0,1011,35,10,187,10,Jaipur
23-03-2020,33,23,11.6,7,0,6:05 AM,5:51 PM,6:27 AM,6:39 PM,4,29,29,28,15,24,23,0,1011,33,10,135,9,Jaipur
24-03-2020,34,23,10.2,6,0,6:37 AM,6:42 PM,6:26 AM,6:40 PM,8,27,27,28,15,42,30,0.3,1010,34,10,118,9,Jaipur
25-03-2020,34,23,10.2,6,3,7:07 AM,7:33 PM,6:25 AM,6:40 PM,9,27,27,27,17,44,34,0.4,1011,34,10,200,12,Jaipur
26-03-2020,29,24,8.8,6,11,7:38 AM,8:24 PM,6:24 AM,6:41 PM,9,27,27,26,17,52,35,0.4,1012,29,10,206,12,Jaipur
27-03-2020,27,19,8.8,5,18,8:09 AM,9:16 PM,6:23 AM,6:41 PM,14,23,23,23,22,69,59,6.9,1014,27,9,200,17,Jaipur
28-03-2020,31,19,11.6,7,25,8:43 AM,10:09 PM,6:22 AM,6:42 PM,10,24,24,25,10,23,45,0.2,1014,31,10,97,6,Jaipur
29-03-2020,31,21,11.6,7,32,9:20 AM,11:04 PM,6:20 AM,6:42 PM,5,25,25,26,22,4,28,0,1013,31,10,136,13,Jaipur
30-03-2020,32,22,10.2,6,40,10:01 AM,12:00 AM,6:19 AM,6:43 PM,4,26,26,27,20,20,25,0,1012,32,10,110,12,Jaipur
31-03-2020,35,23,11.6,8,44,10:47 AM,No moonset,6:18 AM,6:43 PM,3,28,28,29,20,10,20,0,1010,35,10,161,13,Jaipur
01-04-2020,34,24,11.6,8,56,11:39 AM,12:56 AM,6:17 AM,6:44 PM,5,27,27,28,21,2,24,0,1010,34,10,204,14,Jaipur
02-04-2020,34,23,11.6,8,64,12:36 PM,1:52 AM,6:16 AM,6:44 PM,2,28,28,29,24,0,20,0,1011,34,10,257,15,Jaipur
03-04-2020,34,23,11.6,8,71,1:38 PM,2:45 AM,6:15 AM,6:45 PM,-4,27,27,28,23,0,13,0,1012,34,10,202,14,Jaipur
04-04-2020,35,24,11.6,8,79,2:43 PM,3:35 AM,6:14 AM,6:45 PM,-1,29,29,30,18,1,14,0,1012,35,10,121,11,Jaipur
05-04-2020,37,26,11.6,8,87,3:50 PM,4:21 AM,6:13 AM,6:46 PM,1,31,31,32,15,1,15,0,1011,37,10,144,10,Jaipur
06-04-2020,37,26,11.6,8,94,4:57 PM,5:05 AM,6:12 AM,6:46 PM,0,31,31,31,21,0,15,0,1010,37,10,188,14,Jaipur
07-04-2020,37,26,11.6,8,100,6:05 PM,5:46 AM,6:11 AM,6:47 PM,0,31,31,32,28,2,15,0,1006,37,10,175,18,Jaipur
08-04-2020,36,25,11.6,8,100,7:12 PM,6:26 AM,6:10 AM,6:47 PM,1,30,30,31,23,1,16,0,1009,36,10,268,15,Jaipur
09-04-2020,35,24,11.6,8,83,8:20 PM,7:08 AM,6:09 AM,6:48 PM,1,30,30,30,21,2,17,0,1011,35,10,237,14,Jaipur
10-04-2020,38,26,11.6,8,76,9:28 PM,7:51 AM,6:08 AM,6:48 PM,2,31,31,32,14,17,15,0,1011,38,10,180,9,Jaipur
11-04-2020,38,29,11.6,9,68,10:33 PM,8:37 AM,6:07 AM,6:49 PM,3,32,32,33,20,3,15,0,1011,38,10,210,14,Jaipur
12-04-2020,39,28,11.6,9,61,11:37 PM,9:27 AM,6:06 AM,6:50 PM,5,33,33,34,23,1,18,0,1011,39,10,332,15,Jaipur
13-04-2020,40,29,11.6,9,53,No moonrise,10:19 AM,6:05 AM,6:50 PM,5,34,34,35,20,9,18,0,1009,40,10,294,14,Jaipur
14-04-2020,39,29,11.6,9,46,12:35 AM,11:14 AM,6:04 AM,6:51 PM,2,32,32,34,26,14,14,0,1008,39,10,290,17,Jaipur
15-04-2020,40,30,11.6,9,38,1:29 AM,12:10 PM,6:03 AM,6:51 PM,4,34,34,35,24,15,15,0,1008,40,10,273,16,Jaipur
16-04-2020,39,29,11.6,9,30,2:15 AM,1:07 PM,6:02 AM,6:52 PM,3,34,34,34,26,14,15,0,1007,39,10,271,17,Jaipur
17-04-2020,39,29,11.6,9,23,2:57 AM,2:01 PM,6:01 AM,6:52 PM,3,33,33,34,20,10,14,0,1006,39,10,197,14,Jaipur
18-04-2020,38,26,12.5,7,15,3:34 AM,2:55 PM,6:00 AM,6:53 PM,6,32,32,32,24,17,24,0,1008,38,10,183,16,Jaipur
19-04-2020,36,26,12.9,8,8,4:08 AM,3:47 PM,5:59 AM,6:53 PM,5,30,30,31,24,10,21,0,1008,36,10,266,15,Jaipur
20-04-2020,35,27,10.7,7,0,4:39 AM,4:38 PM,5:58 AM,6:54 PM,6,30,30,31,19,53,24,1.7,1008,35,10,114,12,Jaipur
21-04-2020,35,25,13,8,0,5:10 AM,5:29 PM,5:57 AM,6:54 PM,8,29,29,30,13,13,29,1.1,1008,35,10,208,9,Jaipur
22-04-2020,37,27,13,8,0,5:41 AM,6:19 PM,5:56 AM,6:55 PM,3,30,30,32,17,12,18,0,1007,37,10,197,11,Jaipur
23-04-2020,34,27,10.7,7,0,6:11 AM,7:12 PM,5:55 AM,6:55 PM,7,29,29,30,21,56,24,2.6,1006,34,10,107,15,Jaipur
24-04-2020,36,26,13,7,7,6:44 AM,8:05 PM,5:54 AM,6:56 PM,12,31,31,31,14,44,34,2.7,1006,36,10,230,11,Jaipur
25-04-2020,38,28,12,7,15,7:20 AM,9:00 PM,5:53 AM,6:56 PM,8,32,32,33,18,46,24,0.7,1005,38,10,161,13,Jaipur
26-04-2020,37,27,13,7,22,8:00 AM,9:56 PM,5:53 AM,6:57 PM,10,31,31,32,14,51,27,2.4,1006,37,10,162,9,Jaipur
27-04-2020,38,29,13.1,7,30,8:44 AM,10:52 PM,5:52 AM,6:57 PM,10,33,33,33,16,33,26,1.4,1007,38,10,191,12,Jaipur
28-04-2020,39,25,13.1,8,37,9:34 AM,11:47 PM,5:51 AM,6:58 PM,9,32,32,33,15,7,24,0.4,1008,39,10,206,10,Jaipur
29-04-2020,41,31,13.1,9,45,10:28 AM,No moonset,5:50 AM,6:59 PM,7,35,35,36,17,1,19,0,1006,41,10,214,13,Jaipur
30-04-2020,41,27,13.1,8,52,11:28 AM,12:40 AM,5:49 AM,6:59 PM,7,33,33,34,30,26,19,1.1,1006,41,10,210,21,Jaipur
01-05-2020,42,31,13.5,9,58,12:29 PM,1:30 AM,5:49 AM,7:00 PM,5,35,35,36,24,7,16,0.3,1005,42,10,282,17,Jaipur
02-05-2020,42,32,13.5,9,65,1:34 PM,2:15 AM,5:48 AM,7:00 PM,3,35,35,36,31,1,13,0,1004,42,10,266,21,Jaipur
03-05-2020,41,31,13.5,9,72,2:38 PM,2:58 AM,5:47 AM,7:01 PM,9,36,36,36,24,4,21,0,1003,41,10,287,16,Jaipur
04-05-2020,40,28,13.3,8,80,3:44 PM,3:39 AM,5:46 AM,7:01 PM,10,33,33,34,17,34,24,2.2,1005,40,10,189,12,Jaipur
05-05-2020,39,30,13.6,9,87,4:49 PM,4:18 AM,5:46 AM,7:02 PM,9,34,34,34,14,28,24,4.7,1006,39,10,241,10,Jaipur
06-05-2020,39,29,13.3,7,94,5:56 PM,4:58 AM,5:45 AM,7:03 PM,7,32,32,33,22,23,22,1.2,1005,39,10,160,15,Jaipur
07-05-2020,41,28,13.6,9,100,7:04 PM,5:40 AM,5:44 AM,7:03 PM,5,34,34,35,19,18,19,0.1,1005,41,10,216,13,Jaipur
08-05-2020,42,30,13.6,9,100,8:12 PM,6:24 AM,5:43 AM,7:04 PM,3,35,35,36,21,4,14,0,1005,42,10,172,14,Jaipur
09-05-2020,43,33,13.6,9,84,9:18 PM,7:13 AM,5:43 AM,7:04 PM,4,37,37,37,21,4,13,0,1004,43,10,222,14,Jaipur
10-05-2020,42,33,13.3,8,77,10:21 PM,8:05 AM,5:42 AM,7:05 PM,5,36,36,37,26,28,14,0.8,1005,42,10,261,18,Jaipur
11-05-2020,41,31,13.6,8,70,11:19 PM,9:01 AM,5:42 AM,7:05 PM,7,35,35,36,18,40,18,0.7,1006,41,10,196,12,Jaipur
12-05-2020,42,31,13.3,8,62,No moonrise,9:59 AM,5:41 AM,7:06 PM,8,37,37,37,15,52,20,0.6,1006,42,10,136,11,Jaipur
13-05-2020,41,31,13.3,8,55,12:10 AM,10:56 AM,5:40 AM,7:07 PM,10,35,35,36,17,28,20,2.5,1004,41,10,202,12,Jaipur
14-05-2020,40,31,13.3,8,48,12:55 AM,11:53 AM,5:40 AM,7:07 PM,12,34,34,35,14,29,25,1.5,1004,40,10,191,10,Jaipur
15-05-2020,40,29,13.7,9,40,1:34 AM,12:48 PM,5:39 AM,7:08 PM,10,35,35,35,20,9,22,0.5,1005,40,10,180,14,Jaipur
16-05-2020,40,31,13.7,9,33,2:09 AM,1:41 PM,5:39 AM,7:08 PM,9,35,35,36,19,2,21,0,1004,40,10,257,14,Jaipur
17-05-2020,41,31,13.7,9,26,2:42 AM,2:32 PM,5:38 AM,7:09 PM,6,35,35,36,22,1,16,0,1003,41,10,288,16,Jaipur
18-05-2020,40,30,13.7,9,19,3:13 AM,3:24 PM,5:38 AM,7:09 PM,0,34,34,35,25,3,13,0,1002,40,10,307,17,Jaipur
19-05-2020,41,31,13.7,9,11,3:43 AM,4:14 PM,5:37 AM,7:10 PM,-3,36,36,36,21,0,9,0,1001,41,10,248,14,Jaipur
20-05-2020,41,30,13.7,9,4,4:13 AM,5:06 PM,5:37 AM,7:10 PM,-3,35,35,36,29,0,9,0,1001,41,10,328,20,Jaipur
21-05-2020,43,31,13.8,9,0,4:45 AM,5:59 PM,5:36 AM,7:11 PM,-3,36,36,37,22,0,8,0,1001,43,10,316,15,Jaipur
22-05-2020,44,31,13.8,9,0,5:20 AM,6:54 PM,5:36 AM,7:12 PM,3,38,38,38,29,0,12,0,1001,44,10,286,20,Jaipur
23-05-2020,43,32,13.8,9,3,5:59 AM,7:50 PM,5:36 AM,7:12 PM,7,38,38,38,29,2,17,0,1003,43,10,284,20,Jaipur
24-05-2020,44,33,13.8,10,10,6:42 AM,8:47 PM,5:35 AM,7:13 PM,6,39,39,38,32,0,15,0,1003,44,10,287,22,Jaipur
25-05-2020,45,33,13.8,10,17,7:30 AM,9:44 PM,5:35 AM,7:13 PM,6,39,39,39,36,0,15,0,1003,45,10,276,24,Jaipur
26-05-2020,45,33,13.8,10,25,8:23 AM,10:37 PM,5:35 AM,7:14 PM,7,40,40,39,40,0,16,0,1001,45,10,268,28,Jaipur
27-05-2020,45,33,13.8,10,32,9:22 AM,11:28 PM,5:34 AM,7:14 PM,7,41,41,40,40,0,17,0,999,45,10,266,28,Jaipur
28-05-2020,44,31,13.8,9,39,10:23 AM,No moonset,5:34 AM,7:15 PM,10,38,38,37,37,1,23,0,998,44,10,254,27,Jaipur
29-05-2020,42,31,13.8,9,47,11:25 AM,12:14 AM,5:34 AM,7:15 PM,9,36,36,37,27,3,20,0,1000,42,10,244,19,Jaipur
30-05-2020,40,30,12.2,8,54,12:28 PM,12:57 AM,5:34 AM,7:16 PM,12,35,35,35,13,36,26,0.9,1003,40,10,233,10,Jaipur
31-05-2020,38,27,13.8,7,58,1:31 PM,1:38 AM,5:33 AM,7:16 PM,15,33,33,33,19,41,36,5.2,1006,38,10,199,15,Jaipur
01-06-2020,39,31,13.8,8,71,2:34 PM,2:15 AM,5:33 AM,7:17 PM,14,35,35,34,14,30,31,0.5,1006,39,10,200,12,Jaipur
02-06-2020,39,31,13.8,8,79,3:39 PM,2:53 AM,5:33 AM,7:17 PM,14,34,34,34,20,27,31,1.8,1005,39,10,260,16,Jaipur
03-06-2020,37,28,13.9,7,86,4:44 PM,3:33 AM,5:33 AM,7:18 PM,17,32,32,32,20,27,44,0.4,1004,37,10,214,17,Jaipur
04-06-2020,34,28,13.3,7,94,5:51 PM,4:14 AM,5:33 AM,7:18 PM,16,30,30,30,20,41,42,2.2,1003,34,10,214,16,Jaipur
05-06-2020,36,27,13.3,7,100,6:57 PM,5:00 AM,5:33 AM,7:19 PM,15,31,31,31,18,41,41,0.8,1004,36,10,220,15,Jaipur
06-06-2020,36,26,13.9,7,100,8:03 PM,5:50 AM,5:33 AM,7:19 PM,16,32,32,31,19,35,40,1.3,1003,36,10,253,16,Jaipur
07-06-2020,36,29,13.3,7,84,9:04 PM,6:45 AM,5:33 AM,7:19 PM,17,33,33,32,16,42,41,1,1002,36,10,258,13,Jaipur
08-06-2020,39,31,13.9,9,76,9:59 PM,7:43 AM,5:32 AM,7:20 PM,16,36,36,35,19,22,34,0.2,1001,39,10,277,15,Jaipur
09-06-2020,40,31,13.9,9,69,10:48 PM,8:42 AM,5:32 AM,7:20 PM,16,36,36,35,22,9,33,0,1002,40,10,268,17,Jaipur
10-06-2020,40,32,13.3,8,61,11:31 PM,9:41 AM,5:32 AM,7:21 PM,17,37,37,35,25,30,34,0.9,1001,40,10,248,19,Jaipur
11-06-2020,41,31,13.9,9,54,No moonrise,10:37 AM,5:32 AM,7:21 PM,17,37,37,36,24,15,32,0.1,999,41,10,293,19,Jaipur
12-06-2020,42,33,13.9,9,46,12:08 AM,11:32 AM,5:33 AM,7:21 PM,15,38,38,37,25,4,28,0,997,42,10,268,18,Jaipur
13-06-2020,43,34,13.9,9,38,12:42 AM,12:24 PM,5:33 AM,7:22 PM,13,38,38,38,17,3,23,0,997,43,10,270,11,Jaipur
14-06-2020,44,36,13.9,10,31,1:13 AM,1:16 PM,5:33 AM,7:22 PM,11,41,41,40,13,3,19,0,998,44,10,258,10,Jaipur
15-06-2020,44,36,13.9,10,23,1:44 AM,2:07 PM,5:33 AM,7:22 PM,8,40,40,40,17,0,15,0,998,44,10,313,13,Jaipur
16-06-2020,45,35,13.9,10,16,2:14 AM,2:58 PM,5:33 AM,7:23 PM,6,41,41,40,24,0,13,0,996,45,10,294,18,Jaipur
17-06-2020,45,35,13.9,10,8,2:45 AM,3:51 PM,5:33 AM,7:23 PM,8,41,41,40,28,0,15,0,995,45,10,297,21,Jaipur
18-06-2020,43,33,13.9,9,1,3:19 AM,4:45 PM,5:33 AM,7:23 PM,15,39,39,38,34,1,27,0,997,43,10,267,26,Jaipur
19-06-2020,42,33,13.9,8,0,3:56 AM,5:41 PM,5:33 AM,7:24 PM,18,39,39,37,27,15,34,0.3,999,42,10,266,22,Jaipur
20-06-2020,38,33,13.9,9,0,4:37 AM,6:38 PM,5:34 AM,7:24 PM,19,38,38,35,30,33,40,0,1000,38,10,274,24,Jaipur
21-06-2020,41,32,13.9,8,0,5:24 AM,7:36 PM,5:34 AM,7:24 PM,18,39,39,36,25,38,36,1.4,999,41,10,240,20,Jaipur
22-06-2020,40,30,13.3,8,7,6:17 AM,8:32 PM,5:34 AM,7:24 PM,18,37,37,35,24,31,35,1,998,40,10,248,18,Jaipur
23-06-2020,40,33,13.9,8,14,7:15 AM,9:25 PM,5:34 AM,7:24 PM,17,38,38,36,21,30,33,0.2,999,40,10,261,16,Jaipur
24-06-2020,40,31,9.9,8,22,8:16 AM,10:13 PM,5:35 AM,7:25 PM,20,39,39,35,14,73,43,9.8,1000,40,9,152,10,Jaipur
25-06-2020,40,32,12.2,8,29,9:19 AM,10:58 PM,5:35 AM,7:25 PM,20,39,39,36,23,47,42,2.9,1000,40,10,256,18,Jaipur
26-06-2020,41,32,13.9,9,37,10:22 AM,11:39 PM,5:35 AM,7:25 PM,20,40,40,36,30,23,40,0.1,999,41,10,274,24,Jaipur
27-06-2020,40,32,13.9,9,44,11:25 AM,No moonset,5:35 AM,7:25 PM,20,39,39,36,30,9,39,0,998,40,10,254,24,Jaipur
28-06-2020,40,32,13.9,9,52,12:27 PM,12:16 AM,5:36 AM,7:25 PM,19,39,39,36,32,7,38,0,999,40,10,258,25,Jaipur
29-06-2020,40,32,13.9,9,59,1:29 PM,12:54 AM,5:36 AM,7:25 PM,20,40,40,36,24,19,40,0,999,40,10,244,19,Jaipur
30-06-2020,41,33,13.9,9,67,2:32 PM,1:31 AM,5:36 AM,7:25 PM,18,40,40,37,21,11,35,0,999,41,10,272,17,Jaipur
01-07-2020,42,33,13.9,9,72,3:36 PM,2:10 AM,5:37 AM,7:25 PM,18,39,39,37,18,9,33,0,998,42,10,233,14,Jaipur
02-07-2020,44,34,13.9,9,79,4:41 PM,2:53 AM,5:37 AM,7:25 PM,18,41,41,38,33,7,33,0,997,44,10,279,26,Jaipur
03-07-2020,41,34,13.9,8,86,5:46 PM,3:40 AM,5:37 AM,7:25 PM,19,42,42,38,30,20,35,0.1,996,41,10,266,24,Jaipur
04-07-2020,40,34,13.3,8,94,6:49 PM,4:32 AM,5:38 AM,7:25 PM,20,40,40,36,30,29,39,4,995,40,10,215,23,Jaipur
05-07-2020,40,29,13.9,8,100,7:47 PM,5:28 AM,5:38 AM,7:25 PM,19,38,38,35,15,29,39,1.3,995,40,10,253,11,Jaipur
06-07-2020,38,31,13.9,8,100,8:38 PM,6:26 AM,5:39 AM,7:25 PM,19,38,38,35,14,43,40,0.5,996,38,10,195,11,Jaipur
07-07-2020,36,30,12.2,7,85,9:24 PM,7:26 AM,5:39 AM,7:25 PM,22,37,37,33,12,58,55,0.9,999,36,10,145,10,Jaipur
08-07-2020,35,27,12.2,7,77,10:04 PM,8:24 AM,5:40 AM,7:25 PM,23,36,36,31,17,57,61,4.6,1001,35,9,188,13,Jaipur
09-07-2020,33,24,9.8,7,70,10:40 PM,9:21 AM,5:40 AM,7:24 PM,23,34,34,30,27,64,65,76.7,999,33,7,238,16,Jaipur
10-07-2020,38,24,13.8,8,63,11:13 PM,10:15 AM,5:40 AM,7:24 PM,22,37,37,32,33,27,53,1.6,996,38,10,249,24,Jaipur
11-07-2020,37,30,13.8,8,55,11:44 PM,11:07 AM,5:41 AM,7:24 PM,22,38,38,33,33,16,51,0,998,37,10,256,27,Jaipur
12-07-2020,36,30,11,7,48,No moonrise,11:59 AM,5:41 AM,7:24 PM,22,38,38,33,29,58,54,0.3,998,36,10,258,24,Jaipur
13-07-2020,34,30,12.2,7,41,12:14 AM,12:50 PM,5:42 AM,7:24 PM,23,36,36,32,19,62,60,9.1,1000,34,9,239,14,Jaipur
14-07-2020,36,28,12.2,7,34,12:44 AM,1:42 PM,5:42 AM,7:23 PM,22,36,36,32,23,62,54,2.7,999,36,9,244,17,Jaipur
15-07-2020,39,31,13.8,9,26,1:17 AM,2:34 PM,5:43 AM,7:23 PM,20,38,38,34,22,16,43,0,998,39,10,280,16,Jaipur
16-07-2020,38,32,12.2,8,19,1:52 AM,3:30 PM,5:43 AM,7:23 PM,21,39,39,35,11,40,44,0.4,997,38,10,158,8,Jaipur
17-07-2020,38,32,12.1,8,12,2:31 AM,4:26 PM,5:44 AM,7:22 PM,21,40,40,35,14,44,46,1.9,998,38,10,115,10,Jaipur
18-07-2020,38,34,13.3,8,5,3:16 AM,5:24 PM,5:44 AM,7:22 PM,21,41,41,36,10,48,43,0.1,999,38,10,163,8,Jaipur
19-07-2020,37,32,13.3,8,0,4:06 AM,6:21 PM,5:45 AM,7:22 PM,22,40,40,35,24,54,49,1.1,999,37,10,256,18,Jaipur
20-07-2020,38,31,13.8,8,0,5:03 AM,7:16 PM,5:45 AM,7:21 PM,22,39,39,34,31,16,51,0,997,38,10,256,24,Jaipur
21-07-2020,35,30,12.1,7,2,6:04 AM,8:08 PM,5:46 AM,7:21 PM,22,37,37,32,22,45,55,0.3,1000,35,10,257,17,Jaipur
22-07-2020,35,29,12.1,7,10,7:08 AM,8:55 PM,5:46 AM,7:20 PM,22,36,36,32,30,47,57,5,1002,35,10,276,21,Jaipur
23-07-2020,37,29,13.3,7,17,8:12 AM,9:38 PM,5:47 AM,7:20 PM,21,36,36,33,17,36,53,1.4,1001,37,10,297,12,Jaipur
24-07-2020,36,29,10.9,7,24,9:17 AM,10:17 PM,5:47 AM,7:19 PM,22,35,35,31,14,66,57,5.3,1003,36,9,245,10,Jaipur
25-07-2020,36,30,13.3,7,32,10:20 AM,10:55 PM,5:48 AM,7:19 PM,20,36,36,33,9,46,49,0.5,1004,36,10,83,6,Jaipur
26-07-2020,37,31,13.7,8,39,11:23 AM,11:32 PM,5:48 AM,7:18 PM,21,38,38,34,10,30,46,0,1004,37,10,226,7,Jaipur
27-07-2020,37,30,12.1,7,46,12:26 PM,No moonset,5:49 AM,7:18 PM,21,37,37,33,21,65,51,9.2,1003,37,9,262,14,Jaipur
28-07-2020,37,29,13.7,7,53,1:29 PM,12:10 AM,5:49 AM,7:17 PM,21,38,38,33,23,38,49,0.7,1001,37,10,268,17,Jaipur
29-07-2020,37,30,13.7,8,61,2:32 PM,12:51 AM,5:50 AM,7:17 PM,22,38,38,34,19,23,50,0,1000,37,10,257,14,Jaipur
30-07-2020,34,28,10.9,7,68,3:36 PM,1:36 AM,5:50 AM,7:16 PM,23,35,35,31,15,62,61,23.2,1001,34,9,245,11,Jaipur
31-07-2020,37,28,13.3,7,72,4:38 PM,2:24 AM,5:51 AM,7:15 PM,23,37,37,33,13,54,57,7.5,1000,37,9,274,10,Jaipur
01-08-2020,37,29,13.3,7,82,5:37 PM,3:18 AM,5:51 AM,7:15 PM,22,37,37,32,18,54,57,4.9,1000,37,9,188,13,Jaipur
02-08-2020,38,30,13.6,9,90,6:30 PM,4:15 AM,5:52 AM,7:14 PM,22,38,38,34,22,20,54,0,999,38,10,273,17,Jaipur
03-08-2020,38,30,13.6,8,97,7:18 PM,5:14 AM,5:52 AM,7:13 PM,22,38,38,33,26,22,54,0,995,38,10,265,20,Jaipur
04-08-2020,39,30,13.6,9,100,8:00 PM,6:13 AM,5:53 AM,7:13 PM,21,38,38,34,26,16,48,0,994,39,10,260,19,Jaipur
05-08-2020,40,32,13.6,8,88,8:37 PM,7:10 AM,5:53 AM,7:12 PM,20,39,39,35,22,34,44,3.8,993,40,10,194,15,Jaipur
06-08-2020,35,29,13.3,7,81,9:11 PM,8:05 AM,5:54 AM,7:11 PM,23,36,36,32,38,52,60,0.1,995,35,10,83,30,Jaipur
07-08-2020,35,28,10.9,7,74,9:43 PM,8:58 AM,5:54 AM,7:10 PM,23,36,36,31,29,59,63,2.3,998,35,10,124,23,Jaipur
08-08-2020,35,29,8.5,7,67,10:13 PM,9:50 AM,5:55 AM,7:10 PM,24,37,37,31,24,78,64,18.6,999,35,9,250,15,Jaipur
09-08-2020,34,28,9.7,7,59,10:44 PM,10:41 AM,5:55 AM,7:09 PM,23,36,36,31,26,73,64,9.5,999,34,9,281,18,Jaipur
10-08-2020,33,26,8.5,7,52,11:15 PM,11:33 AM,5:56 AM,7:08 PM,24,35,35,30,35,72,71,32.9,998,33,7,292,19,Jaipur
11-08-2020,32,28,8.4,7,45,11:49 PM,12:24 PM,5:56 AM,7:07 PM,24,35,35,30,28,72,72,10.4,1000,32,9,285,20,Jaipur
12-08-2020,33,27,9.6,7,38,No moonrise,1:18 PM,5:57 AM,7:06 PM,24,34,34,29,28,71,76,27.8,1000,33,8,262,18,Jaipur
13-08-2020,31,26,8.4,6,30,12:25 AM,2:13 PM,5:57 AM,7:05 PM,25,33,33,28,25,76,82,18.5,998,31,9,247,15,Jaipur
14-08-2020,29,27,9.6,6,23,1:07 AM,3:10 PM,5:58 AM,7:05 PM,24,33,33,28,27,60,80,27.7,997,29,8,267,17,Jaipur
15-08-2020,33,26,8.4,7,16,1:54 AM,4:07 PM,5:58 AM,7:04 PM,24,35,35,30,22,71,74,9.6,996,33,10,290,15,Jaipur
16-08-2020,35,28,12.1,7,8,2:47 AM,5:03 PM,5:59 AM,7:03 PM,25,37,37,31,22,57,70,7.1,997,35,9,279,16,Jaipur
17-08-2020,35,29,9.6,7,1,3:47 AM,5:57 PM,5:59 AM,7:02 PM,24,38,38,32,13,70,65,15,997,35,9,190,8,Jaipur
18-08-2020,35,27,8.1,7,0,4:50 AM,6:46 PM,6:00 AM,7:01 PM,24,36,36,31,21,74,70,13.6,998,35,9,265,13,Jaipur
19-08-2020,34,26,12,7,0,5:56 AM,7:32 PM,6:00 AM,7:00 PM,25,35,35,30,27,60,75,16.9,998,34,9,277,17,Jaipur
20-08-2020,30,21,6.3,6,6,7:02 AM,8:13 PM,6:01 AM,6:59 PM,24,32,32,27,19,51,80,24.2,1000,30,9,187,12,Jaipur
21-08-2020,31,26,8.9,6,13,8:08 AM,8:53 PM,6:01 AM,6:58 PM,24,32,32,28,26,66,80,24.7,1002,31,8,69,17,Jaipur
22-08-2020,33,27,10.3,6,20,9:13 AM,9:31 PM,6:02 AM,6:57 PM,24,33,33,29,24,48,74,0.7,1000,33,10,62,18,Jaipur
23-08-2020,31,26,6.3,6,28,10:17 AM,10:10 PM,6:02 AM,6:56 PM,23,32,32,28,28,63,74,0.4,998,31,10,58,22,Jaipur
24-08-2020,29,25,6.3,6,35,11:22 AM,10:50 PM,6:03 AM,6:55 PM,24,30,30,27,23,88,83,0.7,999,29,10,145,17,Jaipur
25-08-2020,29,25,6.3,6,42,12:26 PM,11:34 PM,6:03 AM,6:54 PM,23,30,30,27,18,80,83,0.6,1002,29,9,203,14,Jaipur
26-08-2020,32,25,6.3,6,50,1:31 PM,No moonset,6:03 AM,6:53 PM,23,32,32,28,16,66,74,1.4,1004,32,10,234,12,Jaipur
27-08-2020,33,26,11.6,6,57,2:32 PM,12:21 AM,6:04 AM,6:52 PM,23,33,33,29,22,49,71,8,1003,33,10,280,15,Jaipur
28-08-2020,32,24,8.9,6,64,3:32 PM,1:14 AM,6:04 AM,6:51 PM,23,31,31,28,18,58,74,9.5,1002,32,10,271,13,Jaipur
29-08-2020,34,25,8.9,7,71,4:26 PM,2:09 AM,6:05 AM,6:50 PM,22,34,34,30,13,55,62,1.4,1001,34,10,169,9,Jaipur
30-08-2020,31,27,6.2,6,79,5:15 PM,3:06 AM,6:05 AM,6:49 PM,23,32,32,28,34,77,75,15,999,31,9,73,23,Jaipur
31-08-2020,31,25,6.2,6,82,5:58 PM,4:04 AM,6:06 AM,6:48 PM,23,31,31,28,22,79,75,1.9,1002,31,10,205,17,Jaipur
01-09-2020,32,25,10.3,6,97,6:36 PM,5:02 AM,6:06 AM,6:47 PM,22,31,31,28,21,53,70,0.3,1006,32,10,227,16,Jaipur
02-09-2020,32,26,8.9,6,100,7:11 PM,5:57 AM,6:07 AM,6:45 PM,23,32,32,28,18,51,73,0.9,1007,32,10,239,13,Jaipur
03-09-2020,33,28,8.9,7,88,7:43 PM,6:51 AM,6:07 AM,6:44 PM,22,33,33,30,15,57,65,2.2,1006,33,10,309,10,Jaipur
04-09-2020,34,28,8.9,7,81,8:14 PM,7:43 AM,6:07 AM,6:43 PM,23,35,35,31,9,67,66,15.4,1006,34,9,119,5,Jaipur
05-09-2020,32,28,6.2,7,73,8:44 PM,8:34 AM,6:08 AM,6:42 PM,23,34,34,30,17,52,69,10.3,1004,32,9,268,11,Jaipur
06-09-2020,34,27,10.2,7,66,9:15 PM,9:26 AM,6:08 AM,6:41 PM,23,35,35,30,16,49,65,11.1,1004,34,9,286,10,Jaipur
07-09-2020,35,28,8.9,7,58,9:47 PM,10:17 AM,6:09 AM,6:40 PM,22,35,35,31,17,50,59,2.2,1004,35,10,284,12,Jaipur
08-09-2020,36,28,11.6,8,50,10:22 PM,11:10 AM,6:09 AM,6:39 PM,20,35,35,32,15,24,52,0,1005,36,10,260,10,Jaipur
